[Cidade: Rio de Janeiro]
[Mês]	[Dia]	[Hora]	[Temp]	[Umi]	[Rad.Dir.]	[Rad.Dif.]	[Dir.Vento]	[Vel.Vento]
3	20	10	 25.000	 0.830	 35.000	 251.000	 60.000	 1.300
3	20	11	 25.000	 0.830	 69.000	 263.000	 60.000	 0.700
3	20	12	 25.000	 0.830	 178.000	 394.000	 0.000	 0.000
3	20	13	 25.700	 0.800	 33.000	 301.000	 0.000	 1.500
3	20	14	 26.300	 0.770	 158.000	 437.000	 0.000	 3.100
3	20	15	 27.000	 0.740	 194.000	 255.000	 200.000	 4.600
3	20	16	 26.700	 0.750	 148.000	 196.000	 200.000	 4.800
3	20	17	 26.300	 0.770	 233.000	 124.000	 200.000	 4.900
3	20	18	 26.000	 0.790	 23.000	 36.000	 200.000	 5.100
3	20	19	 25.700	 0.800	 0.000	 0.000	 200.000	 4.900
3	20	20	 25.300	 0.820	 0.000	 0.000	 200.000	 4.800
3	20	21	 25.000	 0.830	 0.000	 0.000	 200.000	 4.600
3	20	22	 24.700	 0.840	 0.000	 0.000	 200.000	 4.400
3	20	23	 24.300	 0.860	 0.000	 0.000	 200.000	 4.100
3	21	0	 24.000	 0.870	 0.000	 0.000	 200.000	 3.900
3	21	1	 23.700	 0.880	 0.000	 0.000	 200.000	 3.700
3	21	2	 23.300	 0.890	 0.000	 0.000	 200.000	 3.400
3	21	3	 23.000	 0.900	 0.000	 0.000	 200.000	 3.200
3	21	4	 22.700	 0.910	 0.000	 0.000	 200.000	 3.000
3	21	5	 22.300	 0.930	 0.000	 0.000	 200.000	 2.700
3	21	6	 22.000	 0.940	 0.000	 0.000	 160.000	 2.500
3	21	7	 22.300	 0.940	 2.000	 33.000	 160.000	 2.200
3	21	8	 22.700	 0.940	 57.000	 73.000	 160.000	 1.800
3	21	9	 23.000	 0.940	 7.000	 63.000	 160.000	 1.500
3	21	10	 23.700	 0.890	 17.000	 155.000	 160.000	 1.500
3	21	11	 24.300	 0.830	 48.000	 293.000	 160.000	 1.500
3	21	12	 25.000	 0.780	 38.000	 266.000	 40.000	 1.500
3	21	13	 24.700	 0.810	 57.000	 350.000	 40.000	 2.500
3	21	14	 24.300	 0.850	 77.000	 213.000	 40.000	 3.600
3	21	15	 24.000	 0.890	 4.000	 123.000	 240.000	 4.600
3	21	16	 24.000	 0.870	 9.000	 211.000	 240.000	 4.300
3	21	17	 24.000	 0.850	 2.000	 74.000	 240.000	 3.900
3	21	18	 24.000	 0.830	 2.000	 23.000	 210.000	 3.600
3	21	19	 24.000	 0.820	 0.000	 0.000	 210.000	 2.400
3	21	20	 24.000	 0.800	 0.000	 0.000	 210.000	 1.200
3	21	21	 24.000	 0.780	 0.000	 0.000	 0.000	 0.000
3	21	22	 23.800	 0.800	 0.000	 0.000	 0.000	 0.500
3	21	23	 23.700	 0.810	 0.000	 0.000	 0.000	 1.000
3	22	0	 23.500	 0.830	 0.000	 0.000	 0.000	 1.500
3	22	1	 23.300	 0.850	 0.000	 0.000	 0.000	 2.000
3	22	2	 23.200	 0.860	 0.000	 0.000	 0.000	 2.500
3	22	3	 23.000	 0.890	 0.000	 0.000	 310.000	 3.000
3	22	4	 22.700	 0.900	 0.000	 0.000	 310.000	 2.700
3	22	5	 22.300	 0.920	 0.000	 0.000	 310.000	 2.300
3	22	6	 22.000	 0.940	 0.000	 0.000	 340.000	 2.000
3	22	7	 22.700	 0.880	 12.000	 23.000	 340.000	 2.200
3	22	8	 23.300	 0.830	 55.000	 42.000	 340.000	 2.300
3	22	9	 24.000	 0.780	 70.000	 240.000	 10.000	 2.500
3	22	10	 24.000	 0.800	 71.000	 219.000	 10.000	 2.500
3	22	11	 24.000	 0.820	 3.000	 398.000	 10.000	 2.500
3	22	12	 24.000	 0.830	 74.000	 489.000	 160.000	 2.500
3	22	13	 24.300	 0.770	 602.000	 278.000	 160.000	 3.400
3	22	14	 24.700	 0.710	 771.000	 159.000	 160.000	 4.200
3	22	15	 25.000	 0.650	 923.000	 78.000	 220.000	 5.100
3	22	16	 25.000	 0.640	 865.000	 64.000	 220.000	 3.400
3	22	17	 25.000	 0.620	 718.000	 46.000	 220.000	 1.700
3	22	18	 25.000	 0.610	 415.000	 24.000	 0.000	 0.000
3	22	19	 24.300	 0.680	 0.000	 0.000	 0.000	 0.700
3	22	20	 23.700	 0.750	 0.000	 0.000	 0.000	 1.300
3	22	21	 23.000	 0.830	 0.000	 0.000	 10.000	 2.000
3	22	22	 22.300	 0.870	 0.000	 0.000	 10.000	 2.200
3	22	23	 21.700	 0.900	 0.000	 0.000	 10.000	 2.300
3	23	0	 21.000	 0.940	 0.000	 0.000	 340.000	 2.500
3	23	1	 21.000	 0.940	 0.000	 0.000	 340.000	 2.700
3	23	2	 21.000	 0.940	 0.000	 0.000	 340.000	 2.800
3	23	3	 21.000	 0.940	 0.000	 0.000	 300.000	 3.000
3	23	4	 21.000	 0.940	 0.000	 0.000	 300.000	 2.700
3	23	5	 21.000	 0.940	 0.000	 0.000	 300.000	 2.300
3	23	6	 21.000	 0.940	 0.000	 0.000	 330.000	 2.000
3	23	7	 21.700	 0.900	 3.000	 36.000	 330.000	 2.000
3	23	8	 22.300	 0.870	 0.000	 226.000	 330.000	 2.000
3	23	9	 23.000	 0.830	 37.000	 364.000	 30.000	 2.000
3	23	10	 24.000	 0.800	 378.000	 292.000	 30.000	 1.800
3	23	11	 25.000	 0.770	 384.000	 295.000	 30.000	 1.700
3	23	12	 26.000	 0.740	 353.000	 525.000	 50.000	 1.500
3	23	13	 26.300	 0.730	 672.000	 287.000	 50.000	 2.200
3	23	14	 26.700	 0.710	 303.000	 344.000	 50.000	 2.900
3	23	15	 27.000	 0.700	 701.000	 165.000	 210.000	 3.600
3	23	16	 27.300	 0.670	 514.000	 144.000	 210.000	 4.100
3	23	17	 27.700	 0.640	 242.000	 136.000	 210.000	 4.600
3	23	18	 28.000	 0.620	 87.000	 26.000	 170.000	 5.100
3	23	19	 26.700	 0.670	 0.000	 0.000	 170.000	 4.200
3	23	20	 25.300	 0.720	 0.000	 0.000	 170.000	 3.400
3	23	21	 24.000	 0.780	 0.000	 0.000	 130.000	 2.500
3	23	22	 24.000	 0.800	 0.000	 0.000	 130.000	 1.700
3	23	23	 24.000	 0.820	 0.000	 0.000	 130.000	 0.800
3	24	0	 24.000	 0.830	 0.000	 0.000	 0.000	 0.000
3	24	1	 23.700	 0.830	 0.000	 0.000	 0.000	 0.000
3	24	2	 23.300	 0.830	 0.000	 0.000	 0.000	 0.000
3	24	3	 23.000	 0.830	 0.000	 0.000	 0.000	 0.000
3	24	4	 23.200	 0.820	 0.000	 0.000	 0.000	 0.200
3	24	5	 23.300	 0.820	 0.000	 0.000	 0.000	 0.300
3	24	6	 23.500	 0.810	 0.000	 0.000	 90.000	 0.500
3	24	7	 23.700	 0.800	 106.000	 40.000	 90.000	 0.800
3	24	8	 23.800	 0.790	 327.000	 98.000	 90.000	 1.200
3	24	9	 24.000	 0.780	 847.000	 67.000	 40.000	 1.500
3	24	10	 25.000	 0.740	 826.000	 78.000	 40.000	 2.400
3	24	11	 26.000	 0.700	 853.000	 86.000	 40.000	 3.200
3	24	12	 27.000	 0.660	 870.000	 109.000	 190.000	 4.100
3	24	13	 27.300	 0.670	 875.000	 109.000	 190.000	 3.600
3	24	14	 27.700	 0.680	 824.000	 126.000	 190.000	 3.000
3	24	15	 28.000	 0.700	 758.000	 159.000	 180.000	 2.500
3	24	16	 27.700	 0.720	 723.000	 88.000	 180.000	 3.000
3	24	17	 27.300	 0.760	 662.000	 45.000	 180.000	 3.600
3	24	18	 27.000	 0.790	 376.000	 23.000	 170.000	 4.100
3	24	19	 26.300	 0.810	 0.000	 0.000	 170.000	 3.700
3	24	20	 25.700	 0.820	 0.000	 0.000	 170.000	 3.400
3	24	21	 25.000	 0.830	 0.000	 0.000	 120.000	 3.000
3	24	22	 24.800	 0.840	 0.000	 0.000	 120.000	 2.700
3	24	23	 24.600	 0.850	 0.000	 0.000	 120.000	 2.300
3	25	0	 24.300	 0.870	 0.000	 0.000	 120.000	 2.000
3	25	1	 24.100	 0.880	 0.000	 0.000	 120.000	 1.700
3	25	2	 23.900	 0.890	 0.000	 0.000	 120.000	 1.300
3	25	3	 23.700	 0.900	 0.000	 0.000	 120.000	 1.000
3	25	4	 23.400	 0.920	 0.000	 0.000	 120.000	 0.700
3	25	5	 23.200	 0.930	 0.000	 0.000	 120.000	 0.300
3	25	6	 23.000	 0.940	 0.000	 0.000	 0.000	 0.000
3	25	7	 24.300	 0.870	 423.000	 23.000	 0.000	 0.700
3	25	8	 25.700	 0.800	 735.000	 44.000	 0.000	 1.300
3	25	9	 27.000	 0.740	 853.000	 62.000	 350.000	 2.000
3	25	10	 27.700	 0.720	 847.000	 74.000	 350.000	 2.700
3	25	11	 28.300	 0.720	 805.000	 86.000	 350.000	 3.400
3	25	12	 29.000	 0.700	 773.000	 150.000	 190.000	 4.100
3	25	13	 28.900	 0.710	 683.000	 174.000	 190.000	 3.200
3	25	14	 28.800	 0.720	 553.000	 230.000	 190.000	 2.400
3	25	15	 28.700	 0.730	 26.000	 122.000	 310.000	 1.500
3	25	16	 28.600	 0.740	 199.000	 162.000	 310.000	 1.500
3	25	17	 28.400	 0.750	 197.000	 101.000	 310.000	 1.500
3	25	18	 28.300	 0.760	 82.000	 25.000	 310.000	 1.500
3	25	19	 28.200	 0.770	 0.000	 0.000	 310.000	 1.500
3	25	20	 28.100	 0.780	 0.000	 0.000	 310.000	 1.500
3	25	21	 28.000	 0.790	 0.000	 0.000	 60.000	 1.500
3	25	22	 27.300	 0.810	 0.000	 0.000	 60.000	 1.500
3	25	23	 26.700	 0.820	 0.000	 0.000	 60.000	 1.500
3	26	0	 26.000	 0.840	 0.000	 0.000	 120.000	 1.500
3	26	1	 25.700	 0.840	 0.000	 0.000	 120.000	 2.000
3	26	2	 25.300	 0.860	 0.000	 0.000	 120.000	 2.500
3	26	3	 25.000	 0.860	 0.000	 0.000	 120.000	 3.000
3	26	4	 24.700	 0.870	 0.000	 0.000	 120.000	 3.600
3	26	5	 24.300	 0.880	 0.000	 0.000	 120.000	 4.100
3	26	6	 24.000	 0.890	 0.000	 0.000	 50.000	 4.600
3	26	7	 24.700	 0.850	 17.000	 53.000	 50.000	 3.900
3	26	8	 25.300	 0.820	 33.000	 168.000	 50.000	 3.200
3	26	9	 26.000	 0.790	 214.000	 246.000	 10.000	 2.500
3	26	10	 27.000	 0.760	 125.000	 327.000	 10.000	 3.200
3	26	11	 28.000	 0.730	 217.000	 380.000	 10.000	 3.900
3	26	12	 29.000	 0.700	 562.000	 233.000	 200.000	 4.600
3	26	13	 28.700	 0.710	 400.000	 384.000	 200.000	 4.300
3	26	14	 28.300	 0.730	 377.000	 266.000	 200.000	 4.100
3	26	15	 28.000	 0.740	 271.000	 336.000	 200.000	 3.800
3	26	16	 27.700	 0.760	 64.000	 139.000	 200.000	 3.500
3	26	17	 27.300	 0.770	 156.000	 130.000	 200.000	 3.300
3	26	18	 27.000	 0.790	 15.000	 23.000	 190.000	 3.000
3	26	19	 26.700	 0.800	 0.000	 0.000	 190.000	 3.700
3	26	20	 26.300	 0.820	 0.000	 0.000	 190.000	 4.400
3	26	21	 26.000	 0.840	 0.000	 0.000	 120.000	 5.100
3	26	22	 26.000	 0.840	 0.000	 0.000	 120.000	 3.400
3	26	23	 26.000	 0.840	 0.000	 0.000	 120.000	 1.700
3	27	0	 26.000	 0.840	 0.000	 0.000	 0.000	 0.000
3	27	1	 25.500	 0.860	 0.000	 0.000	 0.000	 0.000
3	27	2	 25.000	 0.890	 0.000	 0.000	 0.000	 0.000
3	27	3	 24.500	 0.910	 0.000	 0.000	 0.000	 0.000
3	27	4	 24.000	 0.940	 0.000	 0.000	 0.000	 0.000
3	27	5	 23.500	 0.970	 0.000	 0.000	 0.000	 0.000
3	27	6	 23.000	 1.000	 0.000	 0.000	 0.000	 0.000
3	27	7	 23.700	 0.920	 7.000	 41.000	 0.000	 0.800
3	27	8	 24.300	 0.850	 69.000	 113.000	 0.000	 1.700
3	27	9	 25.000	 0.780	 104.000	 362.000	 30.000	 2.500
3	27	10	 26.000	 0.770	 188.000	 252.000	 30.000	 3.400
3	27	11	 27.000	 0.760	 404.000	 296.000	 30.000	 4.200
3	27	12	 28.000	 0.740	 407.000	 372.000	 190.000	 5.100
3	27	13	 28.700	 0.700	 401.000	 344.000	 190.000	 4.600
3	27	14	 29.300	 0.660	 228.000	 531.000	 190.000	 4.100
3	27	15	 30.000	 0.620	 227.000	 366.000	 170.000	 3.600
3	27	16	 29.000	 0.670	 140.000	 207.000	 170.000	 3.200
3	27	17	 28.000	 0.730	 37.000	 93.000	 170.000	 2.900
3	27	18	 27.000	 0.790	 6.000	 30.000	 200.000	 2.500
3	27	19	 27.000	 0.760	 0.000	 0.000	 200.000	 2.300
3	27	20	 27.000	 0.730	 0.000	 0.000	 200.000	 2.200
3	27	21	 27.000	 0.700	 0.000	 0.000	 80.000	 2.000
3	27	22	 26.700	 0.680	 0.000	 0.000	 80.000	 2.000
3	27	23	 26.300	 0.670	 0.000	 0.000	 80.000	 2.000
3	28	0	 26.000	 0.650	 0.000	 0.000	 100.000	 2.000
3	28	1	 25.700	 0.670	 0.000	 0.000	 100.000	 2.000
3	28	2	 25.300	 0.680	 0.000	 0.000	 100.000	 2.000
3	28	3	 25.000	 0.690	 0.000	 0.000	 40.000	 2.000
3	28	4	 25.300	 0.690	 0.000	 0.000	 40.000	 2.100
3	28	5	 25.700	 0.690	 0.000	 0.000	 40.000	 2.200
3	28	6	 26.000	 0.700	 0.000	 0.000	 40.000	 2.200
3	28	7	 26.300	 0.700	 48.000	 46.000	 40.000	 2.300
3	28	8	 26.700	 0.700	 123.000	 106.000	 40.000	 2.400
3	28	9	 27.000	 0.700	 65.000	 209.000	 100.000	 2.500
3	28	10	 27.300	 0.690	 58.000	 273.000	 100.000	 4.100
3	28	11	 27.700	 0.670	 14.000	 365.000	 100.000	 5.600
3	28	12	 28.000	 0.660	 70.000	 262.000	 90.000	 7.200
3	28	13	 27.700	 0.670	 155.000	 384.000	 90.000	 6.200
3	28	14	 27.300	 0.690	 221.000	 463.000	 90.000	 5.100
3	28	15	 27.000	 0.700	 152.000	 427.000	 70.000	 4.100
3	28	16	 26.700	 0.710	 197.000	 111.000	 70.000	 3.700
3	28	17	 26.300	 0.730	 51.000	 73.000	 70.000	 3.400
3	28	18	 26.000	 0.740	 26.000	 33.000	 80.000	 3.000
3	28	19	 25.700	 0.750	 0.000	 0.000	 80.000	 3.200
3	28	20	 25.300	 0.770	 0.000	 0.000	 80.000	 3.400
3	28	21	 25.000	 0.780	 0.000	 0.000	 80.000	 3.500
3	28	22	 24.700	 0.800	 0.000	 0.000	 80.000	 3.700
3	28	23	 24.300	 0.820	 0.000	 0.000	 80.000	 3.900
3	29	0	 24.000	 0.830	 0.000	 0.000	 100.000	 4.100
3	29	1	 23.700	 0.860	 0.000	 0.000	 100.000	 3.600
3	29	2	 23.300	 0.910	 0.000	 0.000	 100.000	 3.000
3	29	3	 23.000	 0.940	 0.000	 0.000	 70.000	 2.500
3	29	4	 23.200	 0.920	 0.000	 0.000	 70.000	 2.300
3	29	5	 23.300	 0.910	 0.000	 0.000	 70.000	 2.200
3	29	6	 23.500	 0.890	 0.000	 0.000	 70.000	 2.000
3	29	7	 23.700	 0.860	 44.000	 31.000	 70.000	 1.800
3	29	8	 23.800	 0.850	 302.000	 78.000	 70.000	 1.700
3	29	9	 24.000	 0.830	 469.000	 186.000	 130.000	 1.500
3	29	10	 25.000	 0.780	 586.000	 194.000	 130.000	 1.800
3	29	11	 26.000	 0.740	 744.000	 158.000	 130.000	 2.200
3	29	12	 27.000	 0.700	 857.000	 115.000	 30.000	 2.500
3	29	13	 26.300	 0.740	 724.000	 264.000	 30.000	 1.700
3	29	14	 25.700	 0.790	 453.000	 290.000	 30.000	 0.800
3	29	15	 25.000	 0.830	 66.000	 165.000	 0.000	 0.000
3	29	16	 24.700	 0.850	 14.000	 166.000	 0.000	 0.500
3	29	17	 24.300	 0.870	 7.000	 67.000	 0.000	 1.000
3	29	18	 24.000	 0.890	 5.000	 43.000	 110.000	 1.500
3	29	19	 24.000	 0.880	 0.000	 0.000	 110.000	 1.200
3	29	20	 24.000	 0.870	 0.000	 0.000	 110.000	 1.000
3	29	21	 24.000	 0.860	 0.000	 0.000	 110.000	 0.700
3	29	22	 24.000	 0.850	 0.000	 0.000	 110.000	 0.500
3	29	23	 24.000	 0.840	 0.000	 0.000	 110.000	 0.200
3	30	0	 24.000	 0.830	 0.000	 0.000	 0.000	 0.000
3	30	1	 23.700	 0.860	 0.000	 0.000	 0.000	 0.000
3	30	2	 23.300	 0.910	 0.000	 0.000	 0.000	 0.000
3	30	3	 23.000	 0.940	 0.000	 0.000	 0.000	 0.000
3	30	4	 22.700	 0.940	 0.000	 0.000	 0.000	 0.000
3	30	5	 22.300	 0.940	 0.000	 0.000	 0.000	 0.000
3	30	6	 22.000	 0.940	 0.000	 0.000	 0.000	 0.000
3	30	7	 24.700	 0.810	 34.000	 31.000	 0.000	 0.800
3	30	8	 27.300	 0.720	 312.000	 75.000	 0.000	 1.700
3	30	9	 30.000	 0.620	 737.000	 103.000	 20.000	 2.500
3	30	10	 31.300	 0.580	 779.000	 121.000	 20.000	 3.400
3	30	11	 32.700	 0.530	 786.000	 131.000	 20.000	 4.200
3	30	12	 34.000	 0.500	 578.000	 211.000	 360.000	 5.100
3	30	13	 32.700	 0.540	 640.000	 253.000	 360.000	 5.300
3	30	14	 31.300	 0.600	 777.000	 228.000	 360.000	 5.400
3	30	15	 30.000	 0.660	 282.000	 299.000	 190.000	 5.600
3	30	16	 29.700	 0.660	 343.000	 195.000	 190.000	 4.700
3	30	17	 29.300	 0.660	 187.000	 150.000	 190.000	 3.900
3	30	18	 29.000	 0.660	 15.000	 28.000	 190.000	 3.000
3	30	19	 28.400	 0.680	 0.000	 0.000	 190.000	 3.100
3	30	20	 27.900	 0.690	 0.000	 0.000	 190.000	 3.200
3	30	21	 27.300	 0.720	 0.000	 0.000	 190.000	 3.400
3	30	22	 26.800	 0.730	 0.000	 0.000	 190.000	 3.500
3	30	23	 26.200	 0.750	 0.000	 0.000	 190.000	 3.600
3	31	0	 25.700	 0.770	 0.000	 0.000	 190.000	 3.700
3	31	1	 25.100	 0.790	 0.000	 0.000	 190.000	 3.900
3	31	2	 24.600	 0.810	 0.000	 0.000	 190.000	 4.000
3	31	3	 24.000	 0.830	 0.000	 0.000	 30.000	 4.100
3	31	4	 24.000	 0.870	 0.000	 0.000	 30.000	 3.600
3	31	5	 24.000	 0.900	 0.000	 0.000	 30.000	 3.000
3	31	6	 24.000	 0.940	 0.000	 0.000	 10.000	 2.500
3	31	7	 24.300	 0.920	 159.000	 35.000	 10.000	 2.900
3	31	8	 24.700	 0.900	 521.000	 82.000	 10.000	 3.200
3	31	9	 25.000	 0.890	 685.000	 118.000	 40.000	 3.600
3	31	10	 26.300	 0.820	 689.000	 169.000	 40.000	 3.200
3	31	11	 27.700	 0.760	 614.000	 261.000	 40.000	 2.900
3	31	12	 29.000	 0.700	 566.000	 340.000	 170.000	 2.500
3	31	13	 29.000	 0.700	 715.000	 262.000	 170.000	 4.100
3	31	14	 29.000	 0.700	 588.000	 240.000	 170.000	 5.600
3	31	15	 29.000	 0.700	 659.000	 182.000	 210.000	 7.200
3	31	16	 28.300	 0.720	 510.000	 169.000	 210.000	 6.200
3	31	17	 27.700	 0.720	 365.000	 97.000	 210.000	 5.100
3	31	18	 27.000	 0.740	 81.000	 29.000	 210.000	 4.100
3	31	19	 26.700	 0.750	 0.000	 0.000	 210.000	 3.900
3	31	20	 26.300	 0.770	 0.000	 0.000	 210.000	 3.700
3	31	21	 26.000	 0.790	 0.000	 0.000	 210.000	 3.500
3	31	22	 25.600	 0.810	 0.000	 0.000	 210.000	 3.200
3	31	23	 25.200	 0.820	 0.000	 0.000	 210.000	 2.900
4	1	0	 24.800	 0.840	 0.000	 0.000	 340.000	 2.600
4	1	1	 24.500	 0.850	 0.000	 0.000	 340.000	 2.300
4	1	2	 24.100	 0.870	 0.000	 0.000	 340.000	 2.000
4	1	3	 23.700	 0.890	 0.000	 0.000	 340.000	 1.700
4	1	4	 23.300	 0.910	 0.000	 0.000	 340.000	 1.400
4	1	5	 23.200	 0.920	 0.000	 0.000	 340.000	 1.700
4	1	6	 23.000	 0.940	 0.000	 0.000	 300.000	 2.100
4	1	7	 23.700	 0.890	 141.000	 24.000	 300.000	 2.800
4	1	8	 24.300	 0.830	 248.000	 129.000	 300.000	 3.400
4	1	9	 25.000	 0.780	 668.000	 142.000	 20.000	 4.100
4	1	10	 25.700	 0.750	 705.000	 168.000	 20.000	 4.400
4	1	11	 26.300	 0.730	 558.000	 282.000	 20.000	 4.800
4	1	12	 27.000	 0.700	 767.000	 204.000	 160.000	 5.100
4	1	13	 27.000	 0.680	 784.000	 173.000	 160.000	 6.700
4	1	14	 27.000	 0.670	 601.000	 133.000	 160.000	 8.200
4	1	15	 27.000	 0.660	 758.000	 127.000	 180.000	 9.800
4	1	16	 26.500	 0.680	 755.000	 71.000	 180.000	 8.700
4	1	17	 26.000	 0.700	 517.000	 62.000	 180.000	 7.600
4	1	18	 25.500	 0.720	 233.000	 19.000	 180.000	 6.400
4	1	19	 25.000	 0.740	 0.000	 0.000	 180.000	 5.300
4	1	20	 24.500	 0.760	 0.000	 0.000	 180.000	 4.200
4	1	21	 24.000	 0.780	 0.000	 0.000	 140.000	 3.100
4	1	22	 23.700	 0.800	 0.000	 0.000	 140.000	 2.100
4	1	23	 23.300	 0.820	 0.000	 0.000	 140.000	 1.000
4	2	0	 23.000	 0.830	 0.000	 0.000	 0.000	 0.000
4	2	1	 23.000	 0.830	 0.000	 0.000	 0.000	 0.000
4	2	2	 23.000	 0.830	 0.000	 0.000	 0.000	 0.000
4	2	3	 23.000	 0.830	 0.000	 0.000	 0.000	 0.000
4	2	4	 23.000	 0.840	 0.000	 0.000	 0.000	 0.400
4	2	5	 23.000	 0.850	 0.000	 0.000	 0.000	 0.900
4	2	6	 23.000	 0.860	 0.000	 0.000	 0.000	 1.300
4	2	7	 23.000	 0.870	 70.000	 27.000	 0.000	 1.700
4	2	8	 23.000	 0.870	 138.000	 130.000	 0.000	 2.200
4	2	9	 23.000	 0.890	 451.000	 133.000	 30.000	 2.600
4	2	10	 23.700	 0.840	 697.000	 189.000	 30.000	 3.200
4	2	11	 24.300	 0.800	 515.000	 300.000	 30.000	 3.800
4	2	12	 25.000	 0.760	 150.000	 419.000	 30.000	 4.400
4	2	13	 25.700	 0.720	 230.000	 217.000	 30.000	 5.000
4	2	14	 26.300	 0.690	 523.000	 169.000	 30.000	 5.600
4	2	15	 27.000	 0.660	 482.000	 216.000	 140.000	 6.200
4	2	16	 26.700	 0.670	 483.000	 136.000	 140.000	 5.000
4	2	17	 26.300	 0.680	 522.000	 75.000	 140.000	 3.800
4	2	18	 26.000	 0.700	 290.000	 17.000	 160.000	 2.600
4	2	19	 26.000	 0.710	 0.000	 0.000	 160.000	 2.800
4	2	20	 26.000	 0.730	 0.000	 0.000	 160.000	 2.900
4	2	21	 26.000	 0.740	 0.000	 0.000	 100.000	 3.100
4	2	22	 25.700	 0.720	 0.000	 0.000	 100.000	 2.800
4	2	23	 25.300	 0.710	 0.000	 0.000	 100.000	 2.400
4	3	0	 25.000	 0.690	 0.000	 0.000	 100.000	 2.100
4	3	1	 24.700	 0.720	 0.000	 0.000	 100.000	 2.800
4	3	2	 24.300	 0.760	 0.000	 0.000	 100.000	 3.400
4	3	3	 24.000	 0.780	 0.000	 0.000	 20.000	 4.100
4	3	4	 24.000	 0.800	 0.000	 0.000	 20.000	 3.800
4	3	5	 24.000	 0.820	 0.000	 0.000	 20.000	 3.400
4	3	6	 24.000	 0.830	 0.000	 0.000	 30.000	 3.100
4	3	7	 24.000	 0.850	 7.000	 30.000	 30.000	 2.600
4	3	8	 24.000	 0.870	 37.000	 106.000	 30.000	 2.000
4	3	9	 24.000	 0.890	 11.000	 220.000	 80.000	 1.500
4	3	10	 24.300	 0.870	 204.000	 414.000	 80.000	 2.500
4	3	11	 24.700	 0.850	 126.000	 336.000	 80.000	 3.600
4	3	12	 25.000	 0.830	 278.000	 418.000	 30.000	 4.600
4	3	13	 25.200	 0.830	 194.000	 374.000	 30.000	 4.400
4	3	14	 25.300	 0.830	 206.000	 434.000	 30.000	 4.300
4	3	15	 25.500	 0.840	 117.000	 286.000	 30.000	 4.100
4	3	16	 25.700	 0.840	 70.000	 164.000	 30.000	 3.900
4	3	17	 25.800	 0.840	 44.000	 105.000	 30.000	 3.800
4	3	18	 26.000	 0.840	 1.000	 26.000	 170.000	 3.600
4	3	19	 25.700	 0.850	 0.000	 0.000	 170.000	 2.400
4	3	20	 25.300	 0.870	 0.000	 0.000	 170.000	 1.200
4	3	21	 25.000	 0.890	 0.000	 0.000	 0.000	 0.000
4	3	22	 25.000	 0.900	 0.000	 0.000	 0.000	 0.000
4	3	23	 25.000	 0.930	 0.000	 0.000	 0.000	 0.000
4	4	0	 25.000	 0.940	 0.000	 0.000	 0.000	 0.000
4	4	1	 24.700	 0.940	 0.000	 0.000	 0.000	 0.000
4	4	2	 24.300	 0.940	 0.000	 0.000	 0.000	 0.000
4	4	3	 24.000	 0.940	 0.000	 0.000	 0.000	 0.000
4	4	4	 24.200	 0.930	 0.000	 0.000	 0.000	 0.400
4	4	5	 24.300	 0.920	 0.000	 0.000	 0.000	 0.900
4	4	6	 24.500	 0.910	 0.000	 0.000	 0.000	 1.300
4	4	7	 24.700	 0.900	 8.000	 25.000	 0.000	 1.700
4	4	8	 24.800	 0.900	 48.000	 152.000	 0.000	 2.200
4	4	9	 25.000	 0.890	 4.000	 230.000	 360.000	 2.600
4	4	10	 25.300	 0.870	 57.000	 234.000	 360.000	 2.800
4	4	11	 25.700	 0.850	 24.000	 568.000	 360.000	 2.900
4	4	12	 26.000	 0.840	 217.000	 291.000	 350.000	 3.100
4	4	13	 26.700	 0.800	 223.000	 395.000	 350.000	 2.100
4	4	14	 27.300	 0.770	 109.000	 495.000	 350.000	 1.000
4	4	15	 28.000	 0.740	 5.000	 241.000	 0.000	 0.000
4	4	16	 27.700	 0.760	 0.000	 148.000	 0.000	 1.000
4	4	17	 27.300	 0.770	 8.000	 98.000	 0.000	 2.100
4	4	18	 27.000	 0.790	 6.000	 22.000	 190.000	 3.100
4	4	19	 26.300	 0.840	 0.000	 0.000	 190.000	 2.900
4	4	20	 25.700	 0.890	 0.000	 0.000	 190.000	 2.800
4	4	21	 25.000	 0.940	 0.000	 0.000	 180.000	 2.600
4	4	22	 25.000	 0.940	 0.000	 0.000	 180.000	 1.700
4	4	23	 25.000	 0.940	 0.000	 0.000	 180.000	 0.900
4	5	0	 25.000	 0.940	 0.000	 0.000	 0.000	 0.000
4	5	1	 24.800	 0.940	 0.000	 0.000	 0.000	 0.000
4	5	2	 24.700	 0.940	 0.000	 0.000	 0.000	 0.000
4	5	3	 24.500	 0.940	 0.000	 0.000	 0.000	 0.000
4	5	4	 24.300	 0.940	 0.000	 0.000	 0.000	 0.000
4	5	5	 24.200	 0.940	 0.000	 0.000	 0.000	 0.000
4	5	6	 24.000	 0.940	 0.000	 0.000	 0.000	 0.000
4	5	7	 24.000	 0.920	 30.000	 38.000	 0.000	 0.700
4	5	8	 24.000	 0.900	 167.000	 184.000	 0.000	 1.400
4	5	9	 24.000	 0.890	 295.000	 198.000	 360.000	 2.100
4	5	10	 24.500	 0.870	 348.000	 308.000	 360.000	 2.200
4	5	11	 25.000	 0.850	 288.000	 276.000	 360.000	 2.300
